,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SS0F2C6A4D4Ductal cells,1,0,0,0,0,1,1
CPI-SS066347638Ductal cells,1,0,0,1,1,0,0
CPI-SS0D4CA5D92Ductal cells,1,0,0,1,1,0,0
CPI-SS0A2949959Ductal cells,1,1,1,1,1,1,1
CPI-SS0DEDA3567Ductal cells,1,1,1,1,1,1,1
CPI-SS03EF699C7Ductal cells,1,1,1,1,1,1,1
CPI-SS0C4FA643FDuctal cells,1,1,1,1,1,1,1
CPI-SS06CCF5A54Ductal cells,1,1,1,1,1,1,1
CPI-SS03EACE0E0Ductal cells,1,0,0,1,1,0,1
CPI-SS04F3A1E5CDuctal cells,1,1,1,0,1,1,0
CPI-SS0837E9F59Ductal cells,1,1,1,0,1,1,1
CPI-SS0C28FEC7DDuctal cells,1,1,1,0,0,1,1
CPI-SS019C98396Ductal cells,1,1,0,0,0,1,1
CPI-SS0D95D41D6Ductal cells,1,0,0,1,1,0,0
CPI-SS0FEEB187CDuctal cells,1,1,1,0,1,1,1
CPI-SS0A83A7E30Ductal cells,1,1,1,1,1,1,1
CPI-SS02AB0C3E0Ductal cells,1,1,1,1,1,1,1
CPI-SS034B442CEDuctal cells,1,1,1,0,0,1,0
CPI-SS08B7D54A3Ductal cells,1,1,0,1,1,0,1
CPI-SS008FB916CDuctal cells,1,1,0,1,1,0,1
CPI-SS073811AB3Ductal cells,1,1,1,1,1,1,1
CPI-SS0BCCDFA7ADuctal cells,1,1,1,1,1,1,1
CPI-SS0B70EB09EDuctal cells,1,1,1,0,1,1,1
CPI-SS0C85BC9AFDuctal cells,1,0,1,1,0,1,1
CPI-SS0B0CF0EDFDuctal cells,1,1,1,1,1,1,1
CPI-SS033180726Ductal cells,1,1,1,1,0,1,1
CPI-SS0D9EFC4F7Ductal cells,1,1,1,1,1,1,1
CPI-SS012B216F6Ductal cells,1,1,1,1,1,1,1
CPI-SS0E7D5974DDuctal cells,1,1,1,1,0,1,1
CPI-SS08C78576BDuctal cells,1,1,1,1,1,1,1
CPI-SC032246C72Ductal cells,1,1,1,1,1,1,1
CPI-SC03DD946B2Ductal cells,1,1,1,1,1,1,1
CPI-SS02A0FF87FDuctal cells,1,1,1,1,1,1,1
CPI-SS0B81F1BF5Ductal cells,1,1,1,1,1,1,1
CPI-SS0E41702C1Ductal cells,0,1,0,0,0,0,0
CPI-SS0331C5A49Ductal cells,0,1,0,0,0,0,1
CPI-SS073F3FAD5Ductal cells,0,1,0,0,0,0,0
CPI-SS0D46E2B45Ductal cells,0,1,1,0,0,0,0
CPI-SS085EE60B1Ductal cells,0,1,1,0,0,0,0
CPI-SS0CBC7840DDuctal cells,0,1,1,0,0,0,0
CPI-SS0CB4F2FE4Ductal cells,0,1,1,0,0,1,0
CPI-SS06AA638A8Ductal cells,0,1,1,0,0,1,0
CPI-SS083CBFACDDuctal cells,0,1,1,0,0,1,0
CPI-SS0FBC9234CDuctal cells,0,1,0,0,1,1,1
CPI-SS0DC2A6D35Ductal cells,0,1,1,0,1,1,1
CPI-SS0230EE330Ductal cells,0,1,1,0,1,0,1
CPI-SS00797FD15Ductal cells,0,1,0,0,0,0,1
CPI-SS04B4619D0Ductal cells,0,1,0,1,1,0,1
CPI-SS0F9B3B259Ductal cells,0,1,1,1,1,1,1
CPI-SC001669E22Ductal cells,0,1,1,1,1,0,1
CPI-SS0057AB387Ductal cells,0,1,1,1,1,0,0
CPI-SS0859C173BDuctal cells,0,1,0,1,1,1,1
CPI-SS048A2311ADuctal cells,0,1,1,0,1,1,1
CPI-SS0472C478CDuctal cells,0,1,1,1,1,1,1
CPI-SS05996C8FDDuctal cells,0,0,1,0,0,1,0
CPI-SS0F6A7A4DFDuctal cells,0,0,1,1,1,0,0
CPI-SS0E063192DDuctal cells,0,0,1,0,0,0,0
CPI-SS0EDD4928ADuctal cells,0,0,1,0,0,0,1
CPI-SS0FC42EC80Ductal cells,0,0,1,0,1,0,0
CPI-SS0F0D7F25CDuctal cells,0,0,1,0,0,0,0
CPI-SS00581282EDuctal cells,0,0,1,0,0,0,0
CPI-SS0E7CBFD03Ductal cells,0,0,1,0,0,1,1
CPI-SS002673EFEDuctal cells,0,0,1,1,0,1,0
CPI-SC0FDB4B6D9Ductal cells,0,0,1,0,1,1,1
CPI-SS0CB863B46Ductal cells,0,0,1,1,1,1,1
CPI-SS08C995EB4Ductal cells,0,0,0,1,0,0,0
CPI-SS0D81C6C1DDuctal cells,0,0,0,1,1,1,1
CPI-SS01C2BA5C8Ductal cells,0,0,0,1,0,0,0
CPI-SS077B160B9Ductal cells,0,0,0,1,1,0,1
CPI-SS095E52E66Ductal cells,0,0,0,1,1,0,1
CPI-SS0BC9F7E9EDuctal cells,0,0,0,1,1,0,0
CPI-SS0D636A374Ductal cells,0,0,0,1,1,0,0
CPI-SS046F6F0C1Ductal cells,0,0,0,1,1,0,1
CPI-SS00E68BB92Ductal cells,0,0,0,1,1,0,0
CPI-SS076D8A297Ductal cells,0,0,0,1,1,0,0
CPI-SS0A5DF05C0Ductal cells,0,0,0,1,1,0,0
CPI-SS0E134097CDuctal cells,0,0,0,1,1,0,0
CPI-SS09C4988F8Ductal cells,0,0,0,1,1,0,1
CPI-SS075D9B9ADDuctal cells,0,0,0,1,1,1,1
CPI-SS0B99F22A2Ductal cells,0,0,0,1,1,0,1
CPI-SS0A9F17199Ductal cells,0,0,0,1,1,0,1
CPI-SS03FA58286Ductal cells,0,0,0,1,1,0,1
CPI-SS004C23DCEDuctal cells,0,0,0,1,1,0,1
CPI-SS060B82BBCDuctal cells,0,0,0,1,1,0,1
CPI-SS02EF3E1BADuctal cells,0,0,0,1,1,0,1
CPI-SS0E7523314Ductal cells,0,0,0,1,1,0,1
CPI-SS03722104EDuctal cells,0,0,0,1,1,1,1
CPI-SS0E5593D5CDuctal cells,0,0,0,1,1,0,1
CPI-SS0E32BEF02Ductal cells,0,0,0,1,1,1,0
CPI-SC0077CEB82Ductal cells,0,0,0,1,1,1,1
CPI-SC0D5CFA431Ductal cells,0,0,0,1,1,1,1
CPI-SS03DA2A820Ductal cells,0,0,0,1,1,1,1
CPI-SS0F8EFEECFDuctal cells,0,0,0,1,1,1,1
CPI-SC0984894BCDuctal cells,0,0,0,1,1,1,1
CPI-SC098C06330Ductal cells,0,0,0,1,1,1,1
CPI-SS0AECC113FDuctal cells,0,0,0,0,1,0,0
CPI-SS0330D939ADuctal cells,0,0,0,0,1,0,0
CPI-SS02FEAF02EDuctal cells,0,0,0,0,1,0,0
CPI-SS02371A6D6Ductal cells,0,0,0,0,1,0,0
CPI-SC017215F7FDuctal cells,0,0,0,0,1,0,0
CPI-SS0E928B8C8Ductal cells,0,0,0,0,1,0,0
CPI-SS0098B5107Ductal cells,0,0,0,0,1,0,0
CPI-SS059EEFDC6Ductal cells,0,0,0,0,1,0,1
CPI-SS079EF5D9CDuctal cells,0,0,0,0,0,1,0
CPI-SS0C7833961Ductal cells,0,0,0,0,0,1,0
CPI-SS0762B455FDuctal cells,0,0,0,0,0,1,0
CPI-SS0C6448B94Ductal cells,0,0,0,0,0,1,0
CPI-SS02ACCF1F7Ductal cells,0,0,0,0,0,1,1
CPI-SS006C6537EDuctal cells,0,0,0,0,0,1,1
CPI-SS05A26A1DEDuctal cells,0,0,0,0,0,0,1
CPI-SS0EBA5A4D8Ductal cells,0,0,0,0,0,0,1
CPI-SS0C03F7CDCDuctal cells,0,0,0,0,0,0,1
CPI-SS0B9B3870ADuctal cells,0,0,0,0,0,0,1
CPI-SS01469637CDuctal cells,0,0,0,0,0,0,1
CPI-SS0C56C483FDuctal cells,0,0,0,0,0,0,1
CPI-SS0B2D5BA95Ductal cells,0,0,0,0,0,0,1
CPI-SS0BAB460FFDuctal cells,0,0,0,0,0,0,1
CPI-SS0F3A089DEDuctal cells,0,0,0,0,0,0,1
CPI-SS0FAE7ABEFPP cells,1,0,0,0,0,0,0
CPI-SS0D377BBBFPP cells,1,0,0,0,0,0,0
CPI-SS065F7DA2APP cells,1,0,0,0,0,0,1
CPI-SS0330D939APP cells,1,1,1,1,1,1,0
CPI-SS0CDAC688BPP cells,1,0,0,0,0,0,0
CPI-SS00BD8FF72PP cells,1,1,1,0,1,1,1
CPI-SC017215F7FPP cells,1,1,0,0,1,1,0
CPI-SS0FC01B947PP cells,1,0,0,0,0,0,1
CPI-SS032AD1183PP cells,1,1,0,0,0,0,1
CPI-SS01963C4CAPP cells,1,0,0,0,0,0,1
CPI-SS0467AFD8APP cells,1,0,0,0,0,1,1
CPI-SS0AC594A8EPP cells,1,0,0,1,1,0,0
CPI-SS053613259PP cells,1,0,0,1,1,0,0
CPI-SS058E608D0PP cells,1,0,1,0,0,0,0
CPI-SS079DDF890PP cells,1,1,1,1,1,1,1
CPI-SS01F67987APP cells,1,0,0,0,0,1,1
CPI-SS03189F5F6PP cells,1,0,0,0,0,1,1
CPI-SS0F2C6A4D4PP cells,1,0,0,0,0,1,1
CPI-SS066347638PP cells,1,0,0,1,1,0,0
CPI-SS0D4CA5D92PP cells,1,0,0,1,1,0,0
CPI-SS0BAB460FFPP cells,1,1,1,0,0,1,1
CPI-SS0D782F60BPP cells,1,1,1,1,1,1,1
CPI-SS04F3A1E5CPP cells,1,1,1,0,1,1,0
CPI-SS0F3A089DEPP cells,1,1,1,1,1,1,1
CPI-SS0D95D41D6PP cells,1,0,0,1,1,0,0
CPI-SS0FEEB187CPP cells,1,1,1,0,1,1,1
CPI-SS034B442CEPP cells,1,0,1,0,0,1,0
CPI-SS008FB916CPP cells,1,0,0,1,1,0,0
CPI-SS073811AB3PP cells,1,1,1,1,1,1,1
CPI-SS0E5593D5CPP cells,1,1,0,1,1,1,1
CPI-SS0B70EB09EPP cells,1,1,1,0,1,1,1
CPI-SS012AFC842PP cells,1,1,1,1,1,1,1
CPI-SS0C85BC9AFPP cells,1,1,1,1,0,1,1
CPI-SS0D9EFC4F7PP cells,1,1,1,1,1,1,1
CPI-SS08C78576BPP cells,1,1,1,1,1,1,1
CPI-SS0E41702C1PP cells,0,1,0,0,0,0,0
CPI-SS0331C5A49PP cells,0,1,0,0,0,0,1
CPI-SS04640F9C3PP cells,0,1,1,1,1,0,0
CPI-SS073F3FAD5PP cells,0,1,0,0,0,0,0
CPI-SS01469637CPP cells,0,1,1,0,0,0,1
CPI-SS0C56C483FPP cells,0,1,0,0,0,0,1
CPI-SS0D46E2B45PP cells,0,1,1,0,0,0,0
CPI-SS085EE60B1PP cells,0,1,1,0,0,0,0
CPI-SS0CBC7840DPP cells,0,1,1,0,0,0,0
CPI-SS0CB4F2FE4PP cells,0,1,1,0,0,1,0
CPI-SS0178F5C45PP cells,0,1,1,0,0,0,0
CPI-SS02ACCF1F7PP cells,0,1,0,0,0,1,1
CPI-SS06AA638A8PP cells,0,1,1,0,0,1,0
CPI-SS083CBFACDPP cells,0,1,1,0,0,1,0
CPI-SS02EF3E1BAPP cells,0,1,0,1,1,0,1
CPI-SS019C98396PP cells,0,1,0,0,0,1,1
CPI-SS0FBC9234CPP cells,0,1,0,0,0,1,1
CPI-SS0DC2A6D35PP cells,0,1,1,0,1,1,1
CPI-SS0230EE330PP cells,0,1,1,0,1,0,1
CPI-SS00581282EPP cells,0,1,1,0,0,0,0
CPI-SS033180726PP cells,0,1,1,1,0,1,0
CPI-SC001669E22PP cells,0,1,1,1,1,0,1
CPI-SC0FDB4B6D9PP cells,0,1,1,0,1,1,1
CPI-SS0057AB387PP cells,0,1,1,1,1,0,0
CPI-SS012B216F6PP cells,0,1,1,0,0,0,1
CPI-SS048A2311APP cells,0,1,0,0,1,1,1
CPI-SS0472C478CPP cells,0,1,1,1,1,1,1
CPI-SS0B81F1BF5PP cells,0,1,1,1,1,1,1
CPI-SS0E063192DPP cells,0,0,1,0,1,0,0
CPI-SS0EDD4928APP cells,0,0,1,0,0,0,1
CPI-SS0FC42EC80PP cells,0,0,1,0,1,0,0
CPI-SS0E928B8C8PP cells,0,0,1,1,1,0,0
CPI-SS0D5E30C6CPP cells,0,0,1,0,1,0,0
CPI-SS0098B5107PP cells,0,0,1,1,1,0,0
CPI-SS0F0D7F25CPP cells,0,0,1,0,1,0,0
CPI-SS0A2949959PP cells,0,0,1,0,0,0,0
CPI-SS0735F5C3APP cells,0,0,1,1,1,0,0
CPI-SS0E7CBFD03PP cells,0,0,1,0,0,1,1
CPI-SS0E32BEF02PP cells,0,0,1,1,1,1,0
CPI-SS002673EFEPP cells,0,0,1,1,0,1,0
CPI-SS0B0CF0EDFPP cells,0,0,1,0,0,0,0
CPI-SS0E7D5974DPP cells,0,0,1,0,0,1,1
CPI-SC0984894BCPP cells,0,0,1,1,1,1,1
CPI-SC098C06330PP cells,0,0,1,1,1,1,1
CPI-SS0CB863B46PP cells,0,0,1,1,1,1,1
CPI-SS035E5A708PP cells,0,0,0,1,1,0,1
CPI-SS01C2BA5C8PP cells,0,0,0,1,0,0,0
CPI-SS0CA020C34PP cells,0,0,0,1,1,1,1
CPI-SS0BC9F7E9EPP cells,0,0,0,1,1,0,0
CPI-SS0D636A374PP cells,0,0,0,1,1,0,0
CPI-SS0938C6980PP cells,0,0,0,1,1,0,1
CPI-SS00E68BB92PP cells,0,0,0,1,1,0,0
CPI-SS076D8A297PP cells,0,0,0,1,1,0,0
CPI-SS0A5DF05C0PP cells,0,0,0,1,1,0,0
CPI-SS0E134097CPP cells,0,0,0,1,1,0,0
CPI-SS09C4988F8PP cells,0,0,0,1,1,0,1
CPI-SS059EEFDC6PP cells,0,0,0,1,1,0,1
CPI-SS0B2D5BA95PP cells,0,0,0,1,1,0,1
CPI-SS0A9F17199PP cells,0,0,0,1,1,0,1
CPI-SS03FA58286PP cells,0,0,0,1,1,0,1
CPI-SS004C23DCEPP cells,0,0,0,1,1,0,1
CPI-SS060B82BBCPP cells,0,0,0,1,1,0,1
CPI-SS0E7523314PP cells,0,0,0,1,1,0,1
CPI-SS03EACE0E0PP cells,0,0,0,1,1,0,0
CPI-SS03722104EPP cells,0,0,0,1,1,1,1
CPI-SS04B4619D0PP cells,0,0,0,1,1,0,1
CPI-SS0F9B3B259PP cells,0,0,0,1,1,0,1
CPI-SC0077CEB82PP cells,0,0,0,1,1,1,1
CPI-SC0D5CFA431PP cells,0,0,0,1,1,1,1
CPI-SS03DA2A820PP cells,0,0,0,1,1,1,1
CPI-SS0859C173BPP cells,0,0,0,1,1,1,1
CPI-SS0F8EFEECFPP cells,0,0,0,1,1,1,1
CPI-SC032246C72PP cells,0,0,0,1,1,1,1
CPI-SC03DD946B2PP cells,0,0,0,1,1,1,1
CPI-SS0AECC113FPP cells,0,0,0,0,1,0,0
CPI-SS0F6A7A4DFPP cells,0,0,0,0,1,0,0
CPI-SS02FEAF02EPP cells,0,0,0,0,1,0,0
CPI-SS02371A6D6PP cells,0,0,0,0,1,0,0
CPI-SS046F6F0C1PP cells,0,0,0,0,1,0,0
CPI-SS075D9B9ADPP cells,0,0,0,0,1,1,1
CPI-SS09CCC0451PP cells,0,0,0,0,1,1,0
CPI-SS0B99F22A2PP cells,0,0,0,0,1,0,1
CPI-SS05A94DE17PP cells,0,0,0,0,1,0,0
CPI-SS0A83A7E30PP cells,0,0,0,0,1,0,1
CPI-SS08B7D54A3PP cells,0,0,0,0,1,0,1
CPI-SS02A0FF87FPP cells,0,0,0,0,1,0,1
CPI-SS09E3F5044PP cells,0,0,0,0,0,1,0
CPI-SS062DED513PP cells,0,0,0,0,0,1,0
CPI-SS0C7833961PP cells,0,0,0,0,0,1,0
CPI-SS0762B455FPP cells,0,0,0,0,0,1,0
CPI-SS0C6448B94PP cells,0,0,0,0,0,1,0
CPI-SS00D3CD86EPP cells,0,0,0,0,0,1,0
CPI-SS02928C71APP cells,0,0,0,0,0,1,1
CPI-SS006C6537EPP cells,0,0,0,0,0,1,1
CPI-SS0C28FEC7DPP cells,0,0,0,0,0,1,1
CPI-SS05A26A1DEPP cells,0,0,0,0,0,0,1
CPI-SS0EBA5A4D8PP cells,0,0,0,0,0,0,1
CPI-SS09A3FA737PP cells,0,0,0,0,0,0,1
CPI-SS0C03F7CDCPP cells,0,0,0,0,0,0,1
CPI-SS0B9B3870APP cells,0,0,0,0,0,0,1
CPI-SS09CA492BAPP cells,0,0,0,0,0,0,1
CPI-SS0837E9F59PP cells,0,0,0,0,0,0,1
CPI-SS00797FD15PP cells,0,0,0,0,0,0,1
CPI-SS0D9366D11Stellate cells,1,0,0,1,1,0,0
CPI-SS0755A26DDStellate cells,1,0,0,0,0,1,1
CPI-SS0FAE7ABEFStellate cells,1,0,0,0,0,0,0
CPI-SS0D377BBBFStellate cells,1,0,0,0,0,0,0
CPI-SS0C1BD22BCStellate cells,1,0,0,1,0,0,0
CPI-SS065F7DA2AStellate cells,1,0,0,0,0,0,1
CPI-SS0FB5FE587Stellate cells,1,1,1,0,1,1,1
CPI-SS0CDAC688BStellate cells,1,0,0,0,0,0,0
CPI-SS02FEAF02EStellate cells,1,1,1,1,1,1,0
CPI-SS0E928B8C8Stellate cells,1,1,1,1,1,1,1
CPI-SS08B249DBAStellate cells,1,1,0,0,0,0,1
CPI-SS01963C4CAStellate cells,1,1,0,0,0,0,1
CPI-SS073F3FAD5Stellate cells,1,1,1,1,1,1,1
CPI-SS0EBFE1854Stellate cells,1,0,0,0,0,0,1
CPI-SS0467AFD8AStellate cells,1,0,0,0,0,1,0
CPI-SS0C56C483FStellate cells,1,1,1,1,1,1,1
CPI-SS09CCC0451Stellate cells,1,1,1,0,1,1,0
CPI-SS0F0D7F25CStellate cells,1,1,1,1,1,1,1
CPI-SS0D46E2B45Stellate cells,1,1,1,1,1,0,1
CPI-SS085EE60B1Stellate cells,1,1,1,1,1,0,1
CPI-SS053613259Stellate cells,1,0,0,1,1,0,0
CPI-SS05A94DE17Stellate cells,1,1,1,1,1,1,1
CPI-SS058E608D0Stellate cells,1,1,1,0,0,0,0
CPI-SS0CB4F2FE4Stellate cells,1,1,1,0,0,1,0
CPI-SS02928C71AStellate cells,1,1,1,1,1,1,1
CPI-SS0A9F17199Stellate cells,1,0,0,1,1,0,1
CPI-SS01F67987AStellate cells,1,0,0,0,0,1,1
CPI-SS03189F5F6Stellate cells,1,0,0,0,0,1,1
CPI-SS0F2C6A4D4Stellate cells,1,0,0,0,0,1,1
CPI-SS066347638Stellate cells,1,0,0,1,1,0,0
CPI-SS0D4CA5D92Stellate cells,1,0,0,1,1,0,0
CPI-SS0BAB460FFStellate cells,1,1,1,0,1,1,1
CPI-SS0A2949959Stellate cells,1,1,1,1,1,1,1
CPI-SS06CCF5A54Stellate cells,1,1,1,1,1,1,1
CPI-SS04F3A1E5CStellate cells,1,1,1,1,1,1,1
CPI-SS0837E9F59Stellate cells,1,1,1,0,1,1,1
CPI-SS0D95D41D6Stellate cells,1,1,1,1,1,0,1
CPI-SS0FEEB187CStellate cells,1,1,1,0,1,1,1
CPI-SS02AB0C3E0Stellate cells,1,0,0,1,1,1,1
CPI-SS0DC2A6D35Stellate cells,1,1,1,1,1,1,1
CPI-SS0735F5C3AStellate cells,1,1,1,1,1,1,1
CPI-SS034B442CEStellate cells,1,0,1,0,0,1,0
CPI-SS008FB916CStellate cells,1,1,1,1,1,1,1
CPI-SS00581282EStellate cells,1,1,1,1,1,1,1
CPI-SS0E7CBFD03Stellate cells,1,1,1,1,1,1,1
CPI-SS0B70EB09EStellate cells,1,1,1,0,1,1,1
CPI-SS0E32BEF02Stellate cells,1,1,1,1,1,1,0
CPI-SS0C85BC9AFStellate cells,1,1,1,1,0,1,1
CPI-SS002673EFEStellate cells,1,1,1,1,1,1,1
CPI-SS0B0CF0EDFStellate cells,1,1,1,1,1,1,1
CPI-SS033180726Stellate cells,1,1,1,1,0,1,1
CPI-SS0D9EFC4F7Stellate cells,1,0,1,1,1,1,1
CPI-SC0077CEB82Stellate cells,1,1,1,1,1,1,1
CPI-SC0D5CFA431Stellate cells,1,1,1,1,1,1,1
CPI-SS012B216F6Stellate cells,1,1,1,1,1,1,1
CPI-SS03DA2A820Stellate cells,1,0,1,1,1,1,1
CPI-SC0984894BCStellate cells,1,1,1,1,1,1,1
CPI-SC098C06330Stellate cells,1,1,1,1,1,1,1
CPI-SS02A0FF87FStellate cells,1,1,1,1,1,1,1
CPI-SS068C742A1Stellate cells,0,1,1,0,0,0,0
CPI-SS04A97448DStellate cells,0,1,1,1,1,0,0
CPI-SS0579FA162Stellate cells,0,1,0,0,0,0,0
CPI-SS0E41702C1Stellate cells,0,1,0,0,0,0,0
CPI-SS0331C5A49Stellate cells,0,1,0,0,0,0,1
CPI-SS0CBC7840DStellate cells,0,1,1,0,0,0,0
CPI-SS0178F5C45Stellate cells,0,1,1,0,0,0,0
CPI-SS02ACCF1F7Stellate cells,0,1,0,0,0,1,1
CPI-SS083CBFACDStellate cells,0,1,1,0,0,1,0
CPI-SS019C98396Stellate cells,0,1,0,0,0,1,1
CPI-SS0FBC9234CStellate cells,0,1,0,0,0,1,1
CPI-SS0230EE330Stellate cells,0,1,0,0,0,0,1
CPI-SC001669E22Stellate cells,0,1,1,1,1,0,1
CPI-SC0FDB4B6D9Stellate cells,0,1,1,0,1,1,1
CPI-SS0057AB387Stellate cells,0,1,1,1,1,1,0
CPI-SS048A2311AStellate cells,0,1,0,0,1,1,1
CPI-SS0CB863B46Stellate cells,0,1,1,1,1,1,1
CPI-SS0472C478CStellate cells,0,1,1,1,1,1,1
CPI-SS0B81F1BF5Stellate cells,0,1,1,1,1,1,1
CPI-SS05996C8FDStellate cells,0,0,1,0,0,1,0
CPI-SS0E063192DStellate cells,0,0,1,0,1,0,0
CPI-SS0EDD4928AStellate cells,0,0,1,0,0,0,1
CPI-SS0FC42EC80Stellate cells,0,0,1,0,1,0,0
CPI-SS0D5E30C6CStellate cells,0,0,1,0,1,0,0
CPI-SS06AA638A8Stellate cells,0,0,1,0,0,0,0
CPI-SS0E7D5974DStellate cells,0,0,1,0,0,1,1
CPI-SS08C78576BStellate cells,0,0,1,1,1,1,0
CPI-SC032246C72Stellate cells,0,0,1,1,1,1,1
CPI-SC03DD946B2Stellate cells,0,0,1,1,1,1,1
CPI-SS015819E65Stellate cells,0,0,0,1,1,0,0
CPI-SS08C995EB4Stellate cells,0,0,0,1,0,0,0
CPI-SS047232C64Stellate cells,0,0,0,1,1,0,1
CPI-SS0423580E5Stellate cells,0,0,0,1,1,0,1
CPI-SS01C2BA5C8Stellate cells,0,0,0,1,0,0,1
CPI-SS077B160B9Stellate cells,0,0,0,1,1,0,1
CPI-SS0BC9F7E9EStellate cells,0,0,0,1,1,0,0
CPI-SS0D636A374Stellate cells,0,0,0,1,1,0,0
CPI-SS0938C6980Stellate cells,0,0,0,1,1,0,1
CPI-SS046F6F0C1Stellate cells,0,0,0,1,1,0,0
CPI-SS00E68BB92Stellate cells,0,0,0,1,1,0,0
CPI-SS076D8A297Stellate cells,0,0,0,1,1,0,0
CPI-SS0A5DF05C0Stellate cells,0,0,0,1,1,0,0
CPI-SS0E134097CStellate cells,0,0,0,1,1,0,0
CPI-SS09C4988F8Stellate cells,0,0,0,1,1,0,1
CPI-SS0A3569604Stellate cells,0,0,0,1,1,0,1
CPI-SS042A6F835Stellate cells,0,0,0,1,1,1,1
CPI-SS0AC594A8EStellate cells,0,0,0,1,1,0,0
CPI-SS0B99F22A2Stellate cells,0,0,0,1,1,0,1
CPI-SS059EEFDC6Stellate cells,0,0,0,1,1,0,1
CPI-SS0B2D5BA95Stellate cells,0,0,0,1,1,1,1
CPI-SS03FA58286Stellate cells,0,0,0,1,1,0,1
CPI-SS004C23DCEStellate cells,0,0,0,1,1,0,1
CPI-SS060B82BBCStellate cells,0,0,0,1,1,0,1
CPI-SS02EF3E1BAStellate cells,0,0,0,1,1,0,1
CPI-SS0E7523314Stellate cells,0,0,0,1,1,0,1
CPI-SS03EACE0E0Stellate cells,0,0,0,1,1,0,0
CPI-SS03722104EStellate cells,0,0,0,1,1,1,1
CPI-SS073811AB3Stellate cells,0,0,0,1,1,0,0
CPI-SS04B4619D0Stellate cells,0,0,0,1,1,0,1
CPI-SS0E5593D5CStellate cells,0,0,0,1,1,0,1
CPI-SS0F9B3B259Stellate cells,0,0,0,1,1,0,1
CPI-SS0859C173BStellate cells,0,0,0,1,1,1,1
CPI-SS0F8EFEECFStellate cells,0,0,0,1,1,1,1
CPI-SS0AECC113FStellate cells,0,0,0,0,1,0,0
CPI-SS0E1A8414DStellate cells,0,0,0,0,1,0,1
CPI-SS07CCAD9BFStellate cells,0,0,0,0,1,1,0
CPI-SS0330D939AStellate cells,0,0,0,0,1,0,0
CPI-SS0F6A7A4DFStellate cells,0,0,0,0,1,0,0
CPI-SS02371A6D6Stellate cells,0,0,0,0,1,0,0
CPI-SC017215F7FStellate cells,0,0,0,0,1,1,0
CPI-SS04640F9C3Stellate cells,0,0,0,0,1,0,0
CPI-SS0098B5107Stellate cells,0,0,0,0,1,0,0
CPI-SS0FF49C823Stellate cells,0,0,0,0,1,0,0
CPI-SS0A83A7E30Stellate cells,0,0,0,0,1,0,1
CPI-SS08B7D54A3Stellate cells,0,0,0,0,1,0,1
CPI-SS0C7833961Stellate cells,0,0,0,0,0,1,0
CPI-SS0762B455FStellate cells,0,0,0,0,0,1,0
CPI-SS0C6448B94Stellate cells,0,0,0,0,0,1,0
CPI-SS0C28FEC7DStellate cells,0,0,0,0,0,1,1
CPI-SS05A26A1DEStellate cells,0,0,0,0,0,0,1
CPI-SS0EBA5A4D8Stellate cells,0,0,0,0,0,0,1
CPI-SS007AA9FDEStellate cells,0,0,0,0,0,0,1
CPI-SS09A3FA737Stellate cells,0,0,0,0,0,0,1
CPI-SS0C03F7CDCStellate cells,0,0,0,0,0,0,1
CPI-SS0B9B3870AStellate cells,0,0,0,0,0,0,1
CPI-SS01469637CStellate cells,0,0,0,0,0,0,1
CPI-SS09CA492BAStellate cells,0,0,0,0,0,0,1
CPI-SS006C6537EStellate cells,0,0,0,0,0,0,1
CPI-SS0F3A089DEStellate cells,0,0,0,0,0,0,1
CPI-SS00797FD15Stellate cells,0,0,0,0,0,0,1
CPI-SS03F821467$\alpha{-}cells$,1,0,0,0,0,1,0
CPI-SS0B84DAE3D$\alpha{-}cells$,1,1,1,1,1,1,1
CPI-SS0A8627ED6$\alpha{-}cells$,1,1,1,1,1,1,1
CPI-SS039799099$\alpha{-}cells$,1,1,1,0,1,1,0
CPI-SS06A0B20BD$\alpha{-}cells$,1,0,0,0,0,0,1
CPI-SS07CA5A6F1$\alpha{-}cells$,1,0,1,0,0,1,1
CPI-SS0816A4ED4$\alpha{-}cells$,1,0,0,0,0,0,1
CPI-SS0348DB5E3$\alpha{-}cells$,1,1,1,1,1,1,1
CPI-SS0658257AC$\alpha{-}cells$,1,1,1,0,1,1,1
CPI-SS087E0E3FB$\alpha{-}cells$,1,0,0,0,0,0,1
CPI-SS0879B8E95$\alpha{-}cells$,0,1,0,0,0,1,1
CPI-SS08330207B$\alpha{-}cells$,0,1,0,0,0,1,1
CPI-SS098F416C1$\alpha{-}cells$,0,1,0,1,0,1,0
CPI-SS0CCCF7C69$\alpha{-}cells$,0,1,1,0,1,1,0
CPI-SS0339AE950$\alpha{-}cells$,0,1,1,1,1,0,0
CPI-SS0ED2573CA$\alpha{-}cells$,0,1,0,1,1,1,0
CPI-SS00D9A0644$\alpha{-}cells$,0,0,1,0,0,0,0
CPI-SS0DA366C78$\alpha{-}cells$,0,0,1,0,0,1,0
CPI-SS0E292C126$\alpha{-}cells$,0,0,1,0,1,0,1
CPI-SS08FAC0A55$\alpha{-}cells$,0,0,1,0,0,1,0
CPI-SS00F282936$\alpha{-}cells$,0,0,0,1,1,0,0
