,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SS05B4EB419$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS0FB5FE587$\alpha{-}cells$,0,0,0,1,0,0,1
CPI-SS08B249DBA$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SS0FF49C823$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS02ACCF1F7$\alpha{-}cells$,0,0,0,1,0,0,0
CPI-SS0837E9F59$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SS0C28FEC7D$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS019C98396$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS0A83A7E30$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS00797FD15$\alpha{-}cells$,0,0,0,1,0,0,0
CPI-SS04B4619D0$\alpha{-}cells$,0,0,0,1,0,0,0
CPI-SS00581282E$\alpha{-}cells$,0,0,0,1,0,0,1
CPI-SS0E5593D5C$\alpha{-}cells$,0,0,0,1,0,1,0
CPI-SS0F9B3B259$\alpha{-}cells$,0,0,0,1,0,0,0
CPI-SS0B70EB09E$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SS012B216F6$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SS0F8EFEECF$\alpha{-}cells$,0,0,0,1,0,0,0
CPI-SS08C78576B$\alpha{-}cells$,0,0,0,1,1,1,0
CPI-SC032246C72$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SC03DD946B2$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS0FB37E079$\beta{-}cells$,0,0,0,1,0,0,0
CPI-SS08B249DBA$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0EBFE1854$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS09CA492BA$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS058E608D0$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS03EACE0E0$\beta{-}cells$,0,0,0,1,0,0,0
CPI-SS0837E9F59$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0A83A7E30$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0E7CBFD03$\beta{-}cells$,0,0,0,1,0,0,1
CPI-SS0E5593D5C$\beta{-}cells$,0,0,0,1,0,1,0
CPI-SS0F9B3B259$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0B70EB09E$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SS0859C173B$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC032246C72$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC03DD946B2$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0FB37E079$\delta{-}cells$,0,0,0,1,0,0,0
CPI-SS0AECC113F$\delta{-}cells$,0,0,0,1,0,0,0
CPI-SS0FB5FE587$\delta{-}cells$,0,0,0,1,0,0,1
CPI-SS08B249DBA$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0EBFE1854$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS09CA492BA$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0837E9F59$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS0C28FEC7D$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0A83A7E30$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS08B7D54A3$\delta{-}cells$,0,0,0,1,0,0,0
CPI-SS04B4619D0$\delta{-}cells$,0,0,0,1,0,0,0
CPI-SS0F9B3B259$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0F8EFEECF$\delta{-}cells$,0,0,0,1,0,0,0
CPI-SC032246C72$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC0984894BC$\delta{-}cells$,0,0,0,1,0,1,1
CPI-SC03DD946B2$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SC098C06330$\delta{-}cells$,0,0,0,1,0,1,1
CPI-SS0FB37E079Acinar cells,0,0,0,1,0,0,0
CPI-SS047232C64Acinar cells,0,0,0,1,0,0,1
CPI-SS0423580E5Acinar cells,0,0,0,1,0,0,1
CPI-SS077B160B9Acinar cells,0,0,0,1,1,0,1
CPI-SS0AECC113FAcinar cells,0,0,0,1,0,0,0
CPI-SS0FF49C823Acinar cells,0,0,0,1,1,0,0
CPI-SS0178F5C45Acinar cells,0,0,0,1,1,0,0
CPI-SS0C28FEC7DAcinar cells,0,0,0,1,0,0,0
CPI-SS0A83A7E30Acinar cells,0,0,0,1,1,0,0
CPI-SS012B216F6Acinar cells,0,0,0,1,1,0,1
CPI-SS048A2311AAcinar cells,0,0,0,1,0,0,0
CPI-SS047232C64Ductal cells,0,0,0,1,0,0,1
CPI-SS0423580E5Ductal cells,0,0,0,1,0,0,1
CPI-SS077B160B9Ductal cells,0,0,0,1,1,0,1
CPI-SS0CDAC688BDuctal cells,0,0,0,1,1,0,0
CPI-SS08B249DBADuctal cells,0,0,0,1,1,0,0
CPI-SS0EBFE1854Ductal cells,0,0,0,1,1,0,0
CPI-SS09CA492BADuctal cells,0,0,0,1,1,0,0
CPI-SS058E608D0Ductal cells,0,0,0,1,1,0,0
CPI-SS0837E9F59Ductal cells,0,0,0,1,1,0,1
CPI-SS034B442CEDuctal cells,0,0,0,1,0,0,0
CPI-SS0B70EB09EDuctal cells,0,0,0,1,1,1,1
CPI-SS012B216F6Ductal cells,0,0,0,1,1,0,1
CPI-SS0E7D5974DDuctal cells,0,0,0,1,0,0,0
CPI-SS079EF5D9CPP cells,0,0,0,1,1,0,0
CPI-SS0FB5FE587PP cells,0,0,0,1,0,0,1
CPI-SS08B249DBAPP cells,0,0,0,1,1,0,0
CPI-SS0EBFE1854PP cells,0,0,0,1,1,0,0
CPI-SS09CA492BAPP cells,0,0,0,1,1,0,0
CPI-SS0FF49C823PP cells,0,0,0,1,1,0,0
CPI-SS0B2D5BA95PP cells,0,0,0,1,0,0,1
CPI-SS03EACE0E0PP cells,0,0,0,1,0,0,0
CPI-SS0A83A7E30PP cells,0,0,0,1,1,0,0
CPI-SS08B7D54A3PP cells,0,0,0,1,0,0,0
CPI-SS04B4619D0PP cells,0,0,0,1,0,0,0
CPI-SS00581282EPP cells,0,0,0,1,0,0,1
CPI-SS0E5593D5CPP cells,0,0,0,1,0,1,0
CPI-SS0F9B3B259PP cells,0,0,0,1,1,0,0
CPI-SS0B70EB09EPP cells,0,0,0,1,1,1,1
CPI-SS012B216F6PP cells,0,0,0,1,1,0,1
CPI-SS05B4EB419Stellate cells,0,0,0,1,1,0,0
CPI-SS047232C64Stellate cells,0,0,0,1,0,0,1
CPI-SS0423580E5Stellate cells,0,0,0,1,0,0,1
CPI-SS077B160B9Stellate cells,0,0,0,1,1,0,1
CPI-SS0FB5FE587Stellate cells,0,0,0,1,0,0,1
CPI-SS0CDAC688BStellate cells,0,0,0,1,1,0,0
CPI-SS08B249DBAStellate cells,0,0,0,1,1,0,1
CPI-SS0FF49C823Stellate cells,0,0,0,1,1,0,0
CPI-SS08C78576BStellate cells,0,0,0,1,1,1,0
CPI-SS0B8083B44$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS044C72D0D$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS0D5E30C6C$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS04640F9C3$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS05A94DE17$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SS02928C71A$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SS0178F5C45$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS0FEEB187C$\alpha{-}cells$,0,0,0,0,1,1,1
CPI-SS0D9EFC4F7$\alpha{-}cells$,0,0,0,0,1,1,1
CPI-SS0B8083B44$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS044C72D0D$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0D5E30C6C$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS04640F9C3$\beta{-}cells$,0,0,0,0,1,1,0
CPI-SS05A94DE17$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS02928C71A$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS0FEEB187C$\beta{-}cells$,0,0,0,0,1,1,1
CPI-SS02AB0C3E0$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0DC2A6D35$\beta{-}cells$,0,0,0,0,1,1,1
CPI-SS008FB916C$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS0D9EFC4F7$\beta{-}cells$,0,0,0,0,1,1,0
CPI-SS0B8083B44$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS044C72D0D$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS04640F9C3$\delta{-}cells$,0,0,0,0,1,1,0
CPI-SS05A94DE17$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SS0DC2A6D35$\delta{-}cells$,0,0,0,0,1,1,1
CPI-SS0D81C6C1DAcinar cells,0,0,0,0,1,0,0
CPI-SS044C72D0DAcinar cells,0,0,0,0,1,0,0
CPI-SS04640F9C3Acinar cells,0,0,0,0,1,1,0
CPI-SS075D9B9ADAcinar cells,0,0,0,0,1,0,0
CPI-SS05A94DE17Acinar cells,0,0,0,0,1,0,1
CPI-SS0A2949959Acinar cells,0,0,0,0,1,0,1
CPI-SS0D81C6C1DDuctal cells,0,0,0,0,1,0,0
CPI-SS0B8083B44Ductal cells,0,0,0,0,1,0,0
CPI-SS044C72D0DDuctal cells,0,0,0,0,1,0,0
CPI-SS0178F5C45Ductal cells,0,0,0,0,1,0,0
CPI-SS0A2949959Ductal cells,0,0,0,0,1,0,1
CPI-SS0FEEB187CDuctal cells,0,0,0,0,1,1,1
CPI-SS0D81C6C1DPP cells,0,0,0,0,1,0,0
CPI-SS0B8083B44PP cells,0,0,0,0,1,0,0
CPI-SS044C72D0DPP cells,0,0,0,0,1,0,0
CPI-SS04640F9C3PP cells,0,0,0,0,1,0,0
CPI-SS05A94DE17PP cells,0,0,0,0,1,0,1
CPI-SS0DC2A6D35PP cells,0,0,0,0,1,1,1
CPI-SS0D81C6C1DStellate cells,0,0,0,0,1,0,0
CPI-SS0B8083B44Stellate cells,0,0,0,0,1,0,0
CPI-SS044C72D0DStellate cells,0,0,0,0,1,0,0
CPI-SS04640F9C3Stellate cells,0,0,0,0,1,0,0
CPI-SS05A94DE17Stellate cells,0,0,0,0,1,0,1
CPI-SS0178F5C45Stellate cells,0,0,0,0,1,0,0
CPI-SS0A2949959Stellate cells,0,0,0,0,1,0,1
CPI-SS008FB916CStellate cells,0,0,0,0,1,0,1
CPI-SS0B0CF0EDFStellate cells,0,0,0,0,1,0,1
CPI-SS0330D939A$\alpha{-}cells$,0,0,0,0,0,1,0
CPI-SS0330D939A$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SS02EF3E1BA$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SS0330D939A$\delta{-}cells$,0,0,0,0,0,1,0
CPI-SS0E928B8C8$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SS035E5A708Acinar cells,0,0,0,0,0,1,0
CPI-SS0330D939AAcinar cells,0,0,0,0,0,1,0
CPI-SS0E928B8C8Acinar cells,0,0,0,0,0,1,1
CPI-SS035E5A708Ductal cells,0,0,0,0,0,1,0
CPI-SS079DDF890Ductal cells,0,0,0,0,0,1,0
CPI-SS0330D939APP cells,0,0,0,0,0,1,0
CPI-SS035E5A708Stellate cells,0,0,0,0,0,1,0
CPI-SS079DDF890Stellate cells,0,0,0,0,0,1,0
CPI-SS0D9366D11$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0755A26DD$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS02FEAF02E$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0E928B8C8$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0C56C483F$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0F0D7F25C$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0D46E2B45$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS085EE60B1$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0CB4F2FE4$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0DC2A6D35$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0E7CBFD03$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0E32BEF02$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0077CEB82$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0D5CFA431$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS03DA2A820$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0984894BC$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC098C06330$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS068C742A1$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS04A97448D$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0FB5FE587$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS02FEAF02E$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0E928B8C8$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0F0D7F25C$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0D95D41D6$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS0E32BEF02$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS002673EFE$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0077CEB82$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0D5CFA431$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0984894BC$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC098C06330$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS068C742A1$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS04A97448D$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS02FEAF02E$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS073F3FAD5$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS0C56C483F$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS09CCC0451$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS02928C71A$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS0D95D41D6$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS008FB916C$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0077CEB82$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SC0D5CFA431$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS03DA2A820$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS015819E65Acinar cells,0,0,0,0,0,0,1
CPI-SS0D9366D11Acinar cells,0,0,0,0,0,0,1
CPI-SS04A97448DAcinar cells,0,0,0,0,0,0,1
CPI-SS02FEAF02EAcinar cells,0,0,0,0,0,0,1
CPI-SS073F3FAD5Acinar cells,0,0,0,0,0,0,1
CPI-SS0C56C483FAcinar cells,0,0,0,0,0,0,1
CPI-SS0F0D7F25CAcinar cells,0,0,0,0,0,0,1
CPI-SS0D46E2B45Acinar cells,0,0,0,0,0,0,1
CPI-SS085EE60B1Acinar cells,0,0,0,0,0,0,1
CPI-SS02928C71AAcinar cells,0,0,0,0,0,0,1
CPI-SS04F3A1E5CAcinar cells,0,0,0,0,0,0,1
CPI-SS0DC2A6D35Acinar cells,0,0,0,0,0,0,1
CPI-SS0E7CBFD03Acinar cells,0,0,0,0,0,0,1
CPI-SS015819E65Ductal cells,0,0,0,0,0,0,1
CPI-SS0D9366D11Ductal cells,0,0,0,0,0,0,1
CPI-SS04A97448DDuctal cells,0,0,0,0,0,0,1
CPI-SS0FB5FE587Ductal cells,0,0,0,0,0,0,1
CPI-SS073F3FAD5Ductal cells,0,0,0,0,0,0,1
CPI-SS0C56C483FDuctal cells,0,0,0,0,0,0,1
CPI-SS0D46E2B45Ductal cells,0,0,0,0,0,0,1
CPI-SS085EE60B1Ductal cells,0,0,0,0,0,0,1
CPI-SS02928C71ADuctal cells,0,0,0,0,0,0,1
CPI-SS002673EFEDuctal cells,0,0,0,0,0,0,1
CPI-SS0755A26DDPP cells,0,0,0,0,0,0,1
CPI-SS02FEAF02EPP cells,0,0,0,0,0,0,1
CPI-SS0E928B8C8PP cells,0,0,0,0,0,0,1
CPI-SS073F3FAD5PP cells,0,0,0,0,0,0,1
CPI-SS0C56C483FPP cells,0,0,0,0,0,0,1
CPI-SS0F0D7F25CPP cells,0,0,0,0,0,0,1
CPI-SS008FB916CPP cells,0,0,0,0,0,0,1
CPI-SS0057AB387PP cells,0,0,0,0,0,0,1
CPI-SS0755A26DDStellate cells,0,0,0,0,0,0,1
CPI-SS0E928B8C8Stellate cells,0,0,0,0,0,0,1
CPI-SS073F3FAD5Stellate cells,0,0,0,0,0,0,1
CPI-SS0F0D7F25CStellate cells,0,0,0,0,0,0,1
CPI-SS0D46E2B45Stellate cells,0,0,0,0,0,0,1
CPI-SS085EE60B1Stellate cells,0,0,0,0,0,0,1
CPI-SS04F3A1E5CStellate cells,0,0,0,0,0,0,1
CPI-SS0D95D41D6Stellate cells,0,0,0,0,0,0,1
CPI-SS002673EFEStellate cells,0,0,0,0,0,0,1
CPI-SS03F821467$\alpha{-}cells$,1,1,1,1,1,1,1
CPI-SS0B84DAE3D$\alpha{-}cells$,1,0,0,0,0,1,0
CPI-SS0A8627ED6$\alpha{-}cells$,1,0,0,0,0,1,0
CPI-SS039799099$\alpha{-}cells$,1,0,0,0,0,1,1
CPI-SS06A0B20BD$\alpha{-}cells$,1,1,1,1,1,1,0
CPI-SS07CA5A6F1$\alpha{-}cells$,1,0,0,0,0,0,1
CPI-SS0816A4ED4$\alpha{-}cells$,1,1,0,1,1,0,0
CPI-SS0348DB5E3$\alpha{-}cells$,1,0,0,0,0,1,0
CPI-SS0658257AC$\alpha{-}cells$,1,0,0,1,1,0,0
CPI-SS087E0E3FB$\alpha{-}cells$,1,1,0,1,1,1,1
CPI-SS0B84DAE3D$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SS0A8627ED6$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SS039799099$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SS0348DB5E3$\beta{-}cells$,1,0,0,0,0,1,1
CPI-SS0658257AC$\beta{-}cells$,1,0,0,1,1,0,0
CPI-SS0879B8E95$\beta{-}cells$,1,1,0,1,1,1,1
CPI-SS08330207B$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SS098F416C1$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SS0CCCF7C69$\beta{-}cells$,1,1,1,0,1,1,1
CPI-SS0339AE950$\beta{-}cells$,1,1,1,0,1,1,1
CPI-SS0ED2573CA$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SS00D9A0644$\delta{-}cells$,1,1,1,1,1,1,0
CPI-SS0B84DAE3D$\delta{-}cells$,1,0,0,0,0,1,0
CPI-SS0A8627ED6$\delta{-}cells$,1,0,0,0,0,1,0
CPI-SS039799099$\delta{-}cells$,1,0,0,0,0,1,1
CPI-SS07CA5A6F1$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SS0DA366C78$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SS0348DB5E3$\delta{-}cells$,1,0,0,0,0,1,1
CPI-SS0658257AC$\delta{-}cells$,1,0,0,1,1,0,0
CPI-SS0E292C126$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0CCCF7C69$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0339AE950$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SS08FAC0A55$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS00F282936Acinar cells,1,1,1,0,1,1,1
CPI-SS0BF3ED143Acinar cells,1,1,1,1,1,1,0
CPI-SS061A7E099Acinar cells,1,1,0,0,1,1,1
CPI-SS0B84DAE3DAcinar cells,1,0,0,0,0,1,0
CPI-SS06207F70EAcinar cells,1,1,1,1,1,1,1
CPI-SS0A8627ED6Acinar cells,1,0,0,0,0,1,0
CPI-SS0348DB5E3Acinar cells,1,0,0,0,0,1,1
CPI-SS01E0F2D2CAcinar cells,1,1,1,1,1,1,1
CPI-SS0D0252D87Acinar cells,1,1,1,1,1,1,1
CPI-SS03098AC28Acinar cells,1,1,1,0,1,0,0
CPI-SS098F416C1Acinar cells,1,1,1,1,1,1,1
CPI-SS0339AE950Acinar cells,1,1,1,0,1,1,1
CPI-SS0ED2573CAAcinar cells,1,1,1,1,1,1,1
CPI-SS00F282936Ductal cells,1,1,1,0,1,1,1
CPI-SS0BF3ED143Ductal cells,1,1,1,1,1,1,1
CPI-SS061A7E099Ductal cells,1,1,0,0,1,1,1
CPI-SS0B84DAE3DDuctal cells,1,0,0,0,0,1,0
CPI-SS06207F70EDuctal cells,1,1,1,1,1,1,1
CPI-SS0A8627ED6Ductal cells,1,0,0,0,0,1,0
CPI-SS039799099Ductal cells,1,0,0,0,0,1,1
CPI-SS0CC898553Ductal cells,1,1,1,1,1,1,0
CPI-SS0348DB5E3Ductal cells,1,0,0,0,0,1,1
CPI-SS0B9E8C0DEDuctal cells,1,1,1,0,1,1,1
CPI-SS01E0F2D2CDuctal cells,1,1,1,1,1,1,1
CPI-SS0658257ACDuctal cells,1,0,0,1,1,0,0
CPI-SS0D0252D87Ductal cells,1,1,1,1,1,1,1
CPI-SS03098AC28Ductal cells,1,1,1,1,1,1,1
CPI-SS0E292C126Ductal cells,1,1,1,1,1,1,1
CPI-SS0CCCF7C69Ductal cells,1,0,1,0,1,1,0
CPI-SS0339AE950Ductal cells,1,1,1,0,1,1,1
CPI-SS06B86672ADuctal cells,1,0,1,1,1,1,1
CPI-SS0632A027ADuctal cells,1,0,1,1,1,1,1
CPI-SS0ED2573CADuctal cells,1,1,1,1,1,1,1
CPI-CS0569B9B91Ductal cells,1,1,1,1,1,1,1
CPI-SS09375CA29PP cells,1,0,0,0,0,1,0
CPI-SS0BF9FA3F2PP cells,1,0,0,1,1,0,0
CPI-SS03F821467PP cells,1,1,1,1,1,1,1
CPI-SS0B84DAE3DPP cells,1,0,0,0,0,1,0
CPI-SS0A8627ED6PP cells,1,0,0,0,0,1,0
CPI-SS039799099PP cells,1,0,0,0,0,1,1
CPI-SS02E314589PP cells,1,1,1,1,1,1,1
CPI-SS07CA5A6F1PP cells,1,1,1,0,1,1,1
CPI-SS0DA366C78PP cells,1,1,1,1,1,1,1
CPI-SS0348DB5E3PP cells,1,0,0,0,0,1,0
CPI-SS0658257ACPP cells,1,0,0,1,1,0,0
CPI-SS0879B8E95PP cells,1,1,1,1,1,1,1
CPI-SS08330207BPP cells,1,1,1,1,1,1,1
CPI-SS098F416C1PP cells,1,1,1,1,1,1,1
CPI-SS0CCCF7C69PP cells,1,1,1,0,1,1,1
CPI-SS08FAC0A55PP cells,1,1,1,0,1,1,1
CPI-SS0ED2573CAPP cells,1,1,1,1,1,1,1
CPI-CS0569B9B91PP cells,1,1,1,1,1,1,1
CPI-SS061A7E099Stellate cells,1,0,0,0,1,1,1
CPI-SS0B84DAE3DStellate cells,1,0,0,0,0,1,0
CPI-SS0A8627ED6Stellate cells,1,0,0,0,0,1,0
CPI-SS0CC898553Stellate cells,1,1,1,1,1,1,0
CPI-SS06A0B20BDStellate cells,1,1,1,1,1,1,1
CPI-SS07CA5A6F1Stellate cells,1,0,0,0,0,0,1
CPI-SS0816A4ED4Stellate cells,1,1,0,1,1,0,1
CPI-SS0348DB5E3Stellate cells,1,0,0,0,0,1,0
CPI-SS0B9E8C0DEStellate cells,1,1,1,1,1,1,1
CPI-SS0658257ACStellate cells,1,1,0,1,1,0,0
CPI-SS0879B8E95Stellate cells,1,1,1,1,1,1,1
CPI-SS087E0E3FBStellate cells,1,1,1,1,1,1,1
CPI-SS08330207BStellate cells,1,1,1,1,1,1,1
CPI-SS0D0252D87Stellate cells,1,1,1,1,1,1,1
CPI-SS03098AC28Stellate cells,1,1,1,1,1,1,1
CPI-SS0E292C126Stellate cells,1,1,1,1,1,1,1
CPI-SS0632A027AStellate cells,1,0,1,1,1,1,1
CPI-CS0569B9B91Stellate cells,1,1,1,1,1,1,1
CPI-SS02E314589$\alpha{-}cells$,0,1,1,1,1,0,0
CPI-SS08FAC0A55$\beta{-}cells$,0,1,1,0,1,1,1
CPI-SS0E292C126Acinar cells,0,1,1,1,1,1,1
CPI-SS03098AC28$\alpha{-}cells$,0,0,1,0,0,0,0
CPI-SS0AB21032D$\alpha{-}cells$,0,0,1,0,1,1,1
CPI-SS08FAC0A55$\alpha{-}cells$,0,0,1,0,1,1,0
CPI-SS03098AC28$\beta{-}cells$,0,0,1,0,0,0,0
CPI-SS0AB21032D$\beta{-}cells$,0,0,1,0,1,1,1
CPI-SS03098AC28$\delta{-}cells$,0,0,1,0,0,0,0
CPI-SS0AB21032D$\delta{-}cells$,0,0,1,0,1,1,1
CPI-SS0AB21032DAcinar cells,0,0,1,0,1,1,1
CPI-SS0CCCF7C69Acinar cells,0,0,1,0,1,1,0
CPI-SS08FAC0A55Acinar cells,0,0,1,0,1,1,1
CPI-SS0C10824C7Ductal cells,0,0,1,1,1,1,1
CPI-SS0AB21032DDuctal cells,0,0,1,0,1,1,1
CPI-SS08FAC0A55Ductal cells,0,0,1,0,1,1,1
CPI-SS03098AC28PP cells,0,0,1,0,1,0,0
CPI-SS0AB21032DPP cells,0,0,1,0,1,1,1
CPI-SS0C10824C7Stellate cells,0,0,1,1,1,1,1
CPI-SS0AB21032DStellate cells,0,0,1,0,1,1,1
CPI-SS0D1AE5C79$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS02C29C238$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS090FC28E1$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS0E9A581F8$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS044CF7EAE$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SS0C10824C7$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS06B86672A$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SS0632A027A$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SS02C29C238$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0E9A581F8$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS044CF7EAE$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0816A4ED4$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0C10824C7$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS06B86672A$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SS0632A027A$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SS08718E4FB$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0E9A581F8$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0816A4ED4$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0C10824C7$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS06B86672A$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SS0632A027A$\delta{-}cells$,0,0,0,1,1,1,1
CPI-SS0ED2573CA$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS090FC28E1Acinar cells,0,0,0,1,1,0,0
CPI-SS0E9A581F8Acinar cells,0,0,0,1,1,0,0
CPI-SS044CF7EAEAcinar cells,0,0,0,1,1,0,1
CPI-SS0C10824C7Acinar cells,0,0,0,1,1,0,1
CPI-SS06B86672AAcinar cells,0,0,0,1,1,1,1
CPI-SS0632A027AAcinar cells,0,0,0,1,1,1,1
